DMV ID,DMV Snapshot (Date),ZIP Code,VIN Prefix,VIN Model Year,Registration Valid Date,Registration Expiration Date,Make,Model,Model Year
3,DMV Direct (12/31/2019),54902,1G1RD6E4,D,12/31/2019,,Chevrolet,Volt,2013
3,DMV Direct (12/31/2019),60013,1G1RA6S5,G,12/31/2019,,Chevrolet,Volt,2016
3,DMV Direct (12/31/2019),53092,LYVBR0DL,K,12/31/2019,,Volvo,XC60 Plug In,2019
3,DMV Direct (12/31/2019),75422,5YJSA1H1,E,12/31/2019,,Tesla,Model S,2014
3,DMV Direct (12/31/2019),53948,1G1RA6S5,G,12/31/2019,,Chevrolet,Volt,2016
3,DMV Direct (12/31/2019),53122,5YJSA1E2,H,12/31/2019,,Tesla,Model S,2017
3,DMV Direct (12/31/2019),53209,WP1AE2A2,H,12/31/2019,,Porsche,Cayenne S E-Hybrid,2017
3,DMV Direct (12/31/2019),53185,1G1RB6S5,H,12/31/2019,,Chevrolet,Volt,2017
3,DMV Direct (12/31/2019),54639,JTDKARFP,K,12/31/2019,,Toyota,Prius Prime,2019
3,DMV Direct (12/31/2019),53714,KNDCC3LD,J,12/31/2019,,Kia,Niro Plug In,2018
3,DMV Direct (12/31/2019),40059,1G1RD6S5,H,12/31/2019,,Chevrolet,Volt,2017
3,DMV Direct (12/31/2019),53220,1G1RD6E4,C,12/31/2019,,Chevrolet,Volt,2012
3,DMV Direct (12/31/2019),53572,1N4AZ0CP,F,12/31/2019,,Nissan,Leaf,2015
3,DMV Direct (12/31/2019),53024,WBY1Z4C5,E,12/31/2019,,BMW,i3 REx,2014
3,DMV Direct (12/31/2019),53154,5YJSA1E2,G,12/31/2019,,Tesla,Model S,2016
3,DMV Direct (12/31/2019),53532,JTDKARFP,J,12/31/2019,,Toyota,Prius Prime,2018
3,DMV Direct (12/31/2019),53204,5ASAJ274,Y,12/31/2019,,GEM,NEV,2000
3,DMV Direct (12/31/2019),54660,5YJSA1E2,H,12/31/2019,,Tesla,Model S,2017
3,DMV Direct (12/31/2019),54914,5YJ3E1EB,J,12/31/2019,,Tesla,Model 3,2018
3,DMV Direct (12/31/2019),54002,1G1RB6E4,D,12/31/2019,,Chevrolet,Volt,2013
3,DMV Direct (12/31/2019),53095,1N4AZ0CP,D,12/31/2019,,Nissan,Leaf,2013
3,DMV Direct (12/31/2019),21030,1G1RB6E4,E,12/31/2019,,Chevrolet,Volt,2014
3,DMV Direct (12/31/2019),75062,5YJXCBE4,G,12/31/2019,,Tesla,Model X,2016
3,DMV Direct (12/31/2019),53147,5YJXCDE2,H,12/31/2019,,Tesla,Model X,2017
3,DMV Direct (12/31/2019),54703,JTDKN3DP,C,12/31/2019,,Toyota,Prius Plug-in,2012
3,DMV Direct (12/31/2019),21152,1G1RA6E4,D,12/31/2019,,Chevrolet,Volt,2013
3,DMV Direct (12/31/2019),53212,JN1AZ0CP,B,12/31/2019,,Nissan,Leaf,2011
3,DMV Direct (12/31/2019),54016,WBY2Z2C5,E,12/31/2019,,BMW,i8,2014
3,DMV Direct (12/31/2019),53402,JA4J24A5,J,12/31/2019,,Mitsubishi,Outlander Plug In,2018
3,DMV Direct (12/31/2019),54403,1G1RA6E4,C,12/31/2019,,Chevrolet,Volt,2012
3,DMV Direct (12/31/2019),53066,1G1RA6E4,C,12/31/2019,,Chevrolet,Volt,2012
3,DMV Direct (12/31/2019),53142,5YJSA1DP,D,12/31/2019,,Tesla,Model S,2013
3,DMV Direct (12/31/2019),54204,1G1RA6E4,C,12/31/2019,,Chevrolet,Volt,2012
3,DMV Direct (12/31/2019),53090,1FADP3R4,E,12/31/2019,,Ford,Focus EV,2014
3,DMV Direct (12/31/2019),53218,3FA6P0PU,E,12/31/2019,,Ford,Fusion Energi,2014
3,DMV Direct (12/31/2019),60706,3FA6P0SU,H,12/31/2019,,Ford,Fusion Energi,2017
3,DMV Direct (12/31/2019),75062,5YJSA1H4,F,12/31/2019,,Tesla,Model S,2015
3,DMV Direct (12/31/2019),53406,1FADP5CU,D,12/31/2019,,Ford,C-Max Energi,2013
3,DMV Direct (12/31/2019),53092,1G1RA6E4,D,12/31/2019,,Chevrolet,Volt,2013
3,DMV Direct (12/31/2019),54738,1FADP5CU,G,12/31/2019,,Ford,C-Max Energi,2016
3,DMV Direct (12/31/2019),48603,KMHE54L2,G,12/31/2019,,Hyundai,Sonata Plug In,2016
3,DMV Direct (12/31/2019),53405,1FADP5CU,D,12/31/2019,,Ford,C-Max Energi,2013
3,DMV Direct (12/31/2019),53715,1G1RA6S5,H,12/31/2019,,Chevrolet,Volt,2017
3,DMV Direct (12/31/2019),53142,WMEEJ9AA,F,12/31/2019,,Smart,forTwo EV,2015
3,DMV Direct (12/31/2019),30348,3FA6P0PU,F,12/31/2019,,Ford,Fusion Energi,2015
3,DMV Direct (12/31/2019),54016,3FA6P0SU,G,12/31/2019,,Ford,Fusion Energi,2016
3,DMV Direct (12/31/2019),54935,1FADP5CU,D,12/31/2019,,Ford,C-Max Energi,2013
3,DMV Direct (12/31/2019),53104,JHMZC5F3,J,12/31/2019,,Honda,Clarity Plug In,2018
3,DMV Direct (12/31/2019),63011,1FADP5CU,E,12/31/2019,,Ford,C-Max Energi,2014
3,DMV Direct (12/31/2019),54982,JTDKN3DP,C,12/31/2019,,Toyota,Prius Plug-in,2012
3,DMV Direct (12/31/2019),55411,5YJSA1DP,D,12/31/2019,,Tesla,Model S,2013
3,DMV Direct (12/31/2019),53597,1G1RA6S5,H,12/31/2019,,Chevrolet,Volt,2017
3,DMV Direct (12/31/2019),53217,5YJSA1E2,J,12/31/2019,,Tesla,Model S,2018
3,DMV Direct (12/31/2019),54601,3FA6P0PU,E,12/31/2019,,Ford,Fusion Energi,2014
3,DMV Direct (12/31/2019),95865,1N4AZ1CP,J,12/31/2019,,Nissan,Leaf,2018
3,DMV Direct (12/31/2019),53536,1FADP5CU,G,12/31/2019,,Ford,C-Max Energi,2016
3,DMV Direct (12/31/2019),21030,1G1RA6E4,D,12/31/2019,,Chevrolet,Volt,2013
3,DMV Direct (12/31/2019),54665,1N4AZ0CP,D,12/31/2019,,Nissan,Leaf,2013
3,DMV Direct (12/31/2019),75266,JN1AZ0CP,C,12/31/2019,,Nissan,Leaf,2012
3,DMV Direct (12/31/2019),53562,WBY1Z4C5,F,12/31/2019,,BMW,i3 REx,2015
3,DMV Direct (12/31/2019),53705,JTDKARFP,J,12/31/2019,,Toyota,Prius Prime,2018
3,DMV Direct (12/31/2019),54982,1FADP5FU,H,12/31/2019,,Ford,C-Max Energi,2017
3,DMV Direct (12/31/2019),75062,WBY1Z4C5,E,12/31/2019,,BMW,i3 REx,2014
3,DMV Direct (12/31/2019),21030,1G1RA6E4,D,12/31/2019,,Chevrolet,Volt,2013
3,DMV Direct (12/31/2019),54235,5YJ3E1EB,J,12/31/2019,,Tesla,Model 3,2018
3,DMV Direct (12/31/2019),76180,5YJXCBE2,G,12/31/2019,,Tesla,Model X,2016
3,DMV Direct (12/31/2019),53189,5YJSA1DP,D,12/31/2019,,Tesla,Model S,2013
3,DMV Direct (12/31/2019),55041,3FA6P0PU,D,12/31/2019,,Ford,Fusion Energi,2013
3,DMV Direct (12/31/2019),75062,5YJSA1E2,G,12/31/2019,,Tesla,Model S,2016
3,DMV Direct (12/31/2019),53125,5YJSA1E2,G,12/31/2019,,Tesla,Model S,2016
3,DMV Direct (12/31/2019),54311,5YJ3E1EA,K,12/31/2019,,Tesla,Model 3,2019
3,DMV Direct (12/31/2019),53704,5YJSA1E4,H,12/31/2019,,Tesla,Model S,2017
3,DMV Direct (12/31/2019),53142,1G1FY6S0,K,12/31/2019,,Chevrolet,Bolt EV,2019
3,DMV Direct (12/31/2019),53406,1G1FX6S0,J,12/31/2019,,Chevrolet,Bolt EV,2018
3,DMV Direct (12/31/2019),48126,3FA6P0SU,H,12/31/2019,,Ford,Fusion Energi,2017
3,DMV Direct (12/31/2019),53726,5YJSA1CG,D,12/31/2019,,Tesla,Model S,2013
3,DMV Direct (12/31/2019),53593,1G1RA6S5,H,12/31/2019,,Chevrolet,Volt,2017
3,DMV Direct (12/31/2019),53719,JHMZC5F3,J,12/31/2019,,Honda,Clarity Plug In,2018
3,DMV Direct (12/31/2019),75062,5YJXCBE4,G,12/31/2019,,Tesla,Model X,2016
3,DMV Direct (12/31/2019),21030,2C4RC1N7,J,12/31/2019,,Chrysler,Pacifica,2018
3,DMV Direct (12/31/2019),53188,1G1FW6S0,H,12/31/2019,,Chevrolet,Bolt EV,2017
3,DMV Direct (12/31/2019),53511,JA4J24A5,J,12/31/2019,,Mitsubishi,Outlander Plug In,2018
3,DMV Direct (12/31/2019),54914,1G1RB6E4,C,12/31/2019,,Chevrolet,Volt,2012
3,DMV Direct (12/31/2019),53711,JTDKARFP,J,12/31/2019,,Toyota,Prius Prime,2018
3,DMV Direct (12/31/2019),54301,1G1RD6E4,E,12/31/2019,,Chevrolet,Volt,2014
3,DMV Direct (12/31/2019),75062,5UXKT0C3,H,12/31/2019,,BMW,X5,2017
3,DMV Direct (12/31/2019),54601,1E9EA15S,6,12/31/2019,,E-Ride,EXV,2006
3,DMV Direct (12/31/2019),55044,3FA6P0SU,D,12/31/2019,,Ford,Fusion Energi,2013
3,DMV Direct (12/31/2019),54220,2C4RC1N7,H,12/31/2019,,Chrysler,Pacifica,2017
3,DMV Direct (12/31/2019),53590,KNDCE3LC,K,12/31/2019,,Kia,Niro EV,2019
3,DMV Direct (12/31/2019),53130,3FA6P0SU,D,12/31/2019,,Ford,Fusion Energi,2013
3,DMV Direct (12/31/2019),53718,1G6RM1E4,E,12/31/2019,,Cadillac,ELR,2014
3,DMV Direct (12/31/2019),53718,JHMZC5F1,J,12/31/2019,,Honda,Clarity Plug In,2018
3,DMV Direct (12/31/2019),21152,1G1RA6E4,C,12/31/2019,,Chevrolet,Volt,2012
3,DMV Direct (12/31/2019),54449,1G1RG6E4,C,12/31/2019,,Chevrolet,Volt,2012
3,DMV Direct (12/31/2019),54915,5YJSA1H2,F,12/31/2019,,Tesla,Model S,2015
3,DMV Direct (12/31/2019),53716,1N4AZ0CP,F,12/31/2019,,Nissan,Leaf,2015
3,DMV Direct (12/31/2019),4066,JHMZC5F3,J,12/31/2019,,Honda,Clarity Plug In,2018
3,DMV Direct (12/31/2019),53228,1G1RA6E4,C,12/31/2019,,Chevrolet,Volt,2012
3,DMV Direct (12/31/2019),54650,5YJSA1E4,F,12/31/2019,,Tesla,Model S,2015
3,DMV Direct (12/31/2019),53090,1G6RM1E4,E,12/31/2019,,Cadillac,ELR,2014
3,DMV Direct (12/31/2019),54301,1G1RB6E4,C,12/31/2019,,Chevrolet,Volt,2012
3,DMV Direct (12/31/2019),53144,1FADP3R4,F,12/31/2019,,Ford,Focus EV,2015
3,DMV Direct (12/31/2019),53208,2C4RC1N7,H,12/31/2019,,Chrysler,Pacifica,2017
3,DMV Direct (12/31/2019),53089,1G1RB6E4,D,12/31/2019,,Chevrolet,Volt,2013
3,DMV Direct (12/31/2019),53209,3FA6P0SU,K,12/31/2019,,Ford,Fusion Energi,2019
3,DMV Direct (12/31/2019),53213,1N4AZ0CP,F,12/31/2019,,Nissan,Leaf,2015
3,DMV Direct (12/31/2019),53711,WBY1Z8C5,H,12/31/2019,,BMW,i3 REx,2017
3,DMV Direct (12/31/2019),54981,1G1RA6E4,E,12/31/2019,,Chevrolet,Volt,2014
3,DMV Direct (12/31/2019),53181,52CG2AGA,F,12/31/2019,,GEM,NEV,2015
3,DMV Direct (12/31/2019),43026,WBY2Z2C3,H,12/31/2019,,BMW,i8,2017
3,DMV Direct (12/31/2019),53142,1G1RB6E4,F,12/31/2019,,Chevrolet,Volt,2015
3,DMV Direct (12/31/2019),54901,JHMZC5F1,J,12/31/2019,,Honda,Clarity Plug In,2018
3,DMV Direct (12/31/2019),54961,WBY1Z2C5,E,12/31/2019,,BMW,i3,2014
3,DMV Direct (12/31/2019),54603,1FADP5FU,H,12/31/2019,,Ford,C-Max Energi,2017
3,DMV Direct (12/31/2019),53001,1G1RD6E4,C,12/31/2019,,Chevrolet,Volt,2012
3,DMV Direct (12/31/2019),43026,WBA8E1C3,H,12/31/2019,,BMW,3-Series Plug in,2017
3,DMV Direct (12/31/2019),75244,5YJSA1H2,F,12/31/2019,,Tesla,Model S,2015
3,DMV Direct (12/31/2019),21030,1G1RB6E4,D,12/31/2019,,Chevrolet,Volt,2013
3,DMV Direct (12/31/2019),53206,1G1RB6E4,D,12/31/2019,,Chevrolet,Volt,2013
3,DMV Direct (12/31/2019),53226,WBY2Z2C5,E,12/31/2019,,BMW,i8,2014
3,DMV Direct (12/31/2019),53711,5YJSA1E2,G,12/31/2019,,Tesla,Model S,2016
3,DMV Direct (12/31/2019),95865,1N4AZ0CP,F,12/31/2019,,Nissan,Leaf,2015
3,DMV Direct (12/31/2019),53575,3FA6P0SU,F,12/31/2019,,Ford,Fusion Energi,2015
3,DMV Direct (12/31/2019),54304,5YJSA1E2,G,12/31/2019,,Tesla,Model S,2016
3,DMV Direct (12/31/2019),53140,5YJSA1H1,E,12/31/2019,,Tesla,Model S,2014
3,DMV Direct (12/31/2019),53226,1N4AZ1CP,K,12/31/2019,,Nissan,Leaf,2019
3,DMV Direct (12/31/2019),53527,JN1AZ0CP,C,12/31/2019,,Nissan,Leaf,2012
3,DMV Direct (12/31/2019),53158,1G1RD6E4,C,12/31/2019,,Chevrolet,Volt,2012
3,DMV Direct (12/31/2019),54636,5YJSA1E2,G,12/31/2019,,Tesla,Model S,2016
3,DMV Direct (12/31/2019),53105,1FADP5CU,D,12/31/2019,,Ford,C-Max Energi,2013
3,DMV Direct (12/31/2019),30310,KNAGV4LD,H,12/31/2019,,Kia,Optima Plug In,2017
3,DMV Direct (12/31/2019),53715,5YJ3E1EB,J,12/31/2019,,Tesla,Model 3,2018
3,DMV Direct (12/31/2019),30009,537LS7D4,B,12/31/2019,,Azure,Transit Connect,2011
3,DMV Direct (12/31/2019),53590,JTDKARFP,H,12/31/2019,,Toyota,Prius Prime,2017
3,DMV Direct (12/31/2019),53719,JN1AZ0CP,C,12/31/2019,,Nissan,Leaf,2012
3,DMV Direct (12/31/2019),21152,1FADP5CU,D,12/31/2019,,Ford,C-Max Energi,2013
3,DMV Direct (12/31/2019),53714,1G1RA6S5,H,12/31/2019,,Chevrolet,Volt,2017
3,DMV Direct (12/31/2019),46205,1FADP3R4,D,12/31/2019,,Ford,Focus EV,2013
3,DMV Direct (12/31/2019),53593,1G1RB6E4,D,12/31/2019,,Chevrolet,Volt,2013
3,DMV Direct (12/31/2019),53029,5YJSA1H4,F,12/31/2019,,Tesla,Model S,2015
3,DMV Direct (12/31/2019),54220,1G1RA6E4,C,12/31/2019,,Chevrolet,Volt,2012
3,DMV Direct (12/31/2019),53220,JTDKARFP,J,12/31/2019,,Toyota,Prius Prime,2018
3,DMV Direct (12/31/2019),53045,1G1RD6S5,G,12/31/2019,,Chevrolet,Volt,2016
3,DMV Direct (12/31/2019),54016,1G1FX6S0,J,12/31/2019,,Chevrolet,Bolt EV,2018
3,DMV Direct (12/31/2019),55340,1G1RH6E4,E,12/31/2019,,Chevrolet,Volt,2014
3,DMV Direct (12/31/2019),54481,3FA6P0SU,G,12/31/2019,,Ford,Fusion Energi,2016
3,DMV Direct (12/31/2019),53719,3FA6P0PU,G,12/31/2019,,Ford,Fusion Energi,2016
3,DMV Direct (12/31/2019),54481,JTDKN3DP,C,12/31/2019,,Toyota,Prius Plug-in,2012
3,DMV Direct (12/31/2019),53705,JTDKARFP,J,12/31/2019,,Toyota,Prius Prime,2018
3,DMV Direct (12/31/2019),95865,1N4AZ1CP,K,12/31/2019,,Nissan,Leaf,2019
3,DMV Direct (12/31/2019),53711,5YJ3E1EA,J,12/31/2019,,Tesla,Model 3,2018
3,DMV Direct (12/31/2019),54476,1G1RD6S5,H,12/31/2019,,Chevrolet,Volt,2017
3,DMV Direct (12/31/2019),54759,5YJSA1H2,F,12/31/2019,,Tesla,Model S,2015
3,DMV Direct (12/31/2019),55947,2C4RC1N7,H,12/31/2019,,Chrysler,Pacifica,2017
3,DMV Direct (12/31/2019),53083,3FA6P0SU,H,12/31/2019,,Ford,Fusion Energi,2017
3,DMV Direct (12/31/2019),53523,1G1RA6E4,D,12/31/2019,,Chevrolet,Volt,2013
3,DMV Direct (12/31/2019),54915,1FADP5CU,F,12/31/2019,,Ford,C-Max Energi,2015
3,DMV Direct (12/31/2019),54220,3FA6P0SU,H,12/31/2019,,Ford,Fusion Energi,2017
3,DMV Direct (12/31/2019),53066,1G1RD6E4,C,12/31/2019,,Chevrolet,Volt,2012
3,DMV Direct (12/31/2019),53534,1FADP5CU,D,12/31/2019,,Ford,C-Max Energi,2013
3,DMV Direct (12/31/2019),21152,1G1RA6E4,D,12/31/2019,,Chevrolet,Volt,2013
3,DMV Direct (12/31/2019),48039,3FA6P0SU,H,12/31/2019,,Ford,Fusion Energi,2017
3,DMV Direct (12/31/2019),53081,1G1RA6E4,E,12/31/2019,,Chevrolet,Volt,2014
3,DMV Direct (12/31/2019),53705,JTDKARFP,H,12/31/2019,,Toyota,Prius Prime,2017
3,DMV Direct (12/31/2019),53555,1N4BZ0CP,H,12/31/2019,,Nissan,Leaf,2017
3,DMV Direct (12/31/2019),53593,5YJ3E1EB,J,12/31/2019,,Tesla,Model 3,2018
3,DMV Direct (12/31/2019),53211,1G1RD6E4,E,12/31/2019,,Chevrolet,Volt,2014
3,DMV Direct (12/31/2019),54494,1G1RB6E4,D,12/31/2019,,Chevrolet,Volt,2013
3,DMV Direct (12/31/2019),53520,1G1RA6E4,C,12/31/2019,,Chevrolet,Volt,2012
3,DMV Direct (12/31/2019),54956,5YJ3E1EB,K,12/31/2019,,Tesla,Model 3,2019
3,DMV Direct (12/31/2019),54311,1G1RB6E4,C,12/31/2019,,Chevrolet,Volt,2012
3,DMV Direct (12/31/2019),53207,1G1RA6E4,E,12/31/2019,,Chevrolet,Volt,2014
3,DMV Direct (12/31/2019),54501,JHMZC5F3,J,12/31/2019,,Honda,Clarity Plug In,2018
3,DMV Direct (12/31/2019),75062,5YJXCBE4,G,12/31/2019,,Tesla,Model X,2016
3,DMV Direct (12/31/2019),61114,1N4BZ1CP,K,12/31/2019,,Nissan,Leaf,2019
3,DMV Direct (12/31/2019),53913,JTDKN3DP,C,12/31/2019,,Toyota,Prius Plug-in,2012
3,DMV Direct (12/31/2019),54601,JTDKN3DP,C,12/31/2019,,Toyota,Prius Plug-in,2012
3,DMV Direct (12/31/2019),54021,1G1RB6E4,C,12/31/2019,,Chevrolet,Volt,2012
3,DMV Direct (12/31/2019),55306,1N4AZ0CP,F,12/31/2019,,Nissan,Leaf,2015
3,DMV Direct (12/31/2019),53901,5YJXCBE2,J,12/31/2019,,Tesla,Model X,2018
3,DMV Direct (12/31/2019),21030,1G1RD6E4,C,12/31/2019,,Chevrolet,Volt,2012
3,DMV Direct (12/31/2019),54915,5YJSA1E2,J,12/31/2019,,Tesla,Model S,2018
3,DMV Direct (12/31/2019),43026,WBY1Z8C5,H,12/31/2019,,BMW,i3 REx,2017
3,DMV Direct (12/31/2019),53711,2C4RC1L7,J,12/31/2019,,Chrysler,Pacifica,2018
3,DMV Direct (12/31/2019),53202,1FADP5FU,H,12/31/2019,,Ford,C-Max Energi,2017
3,DMV Direct (12/31/2019),53213,WBY1Z2C5,E,12/31/2019,,BMW,i3,2014
3,DMV Direct (12/31/2019),33130,WBY1Z2C5,F,12/31/2019,,BMW,i3,2015
3,DMV Direct (12/31/2019),43026,5UXKT0C5,J,12/31/2019,,BMW,X5,2018
3,DMV Direct (12/31/2019),76180,4JGDA6DB,H,12/31/2019,,Mercedes,GLE55e,2017
3,DMV Direct (12/31/2019),53705,5YJ3E1EB,J,12/31/2019,,Tesla,Model 3,2018
3,DMV Direct (12/31/2019),53705,5YJ3E1EB,J,12/31/2019,,Tesla,Model 3,2018
3,DMV Direct (12/31/2019),48603,1G1RB6E4,D,12/31/2019,,Chevrolet,Volt,2013
3,DMV Direct (12/31/2019),53186,1G1RH6E4,E,12/31/2019,,Chevrolet,Volt,2014
3,DMV Direct (12/31/2019),95865,1N4AZ0CP,F,12/31/2019,,Nissan,Leaf,2015
3,DMV Direct (12/31/2019),54911,WBY1Z4C5,G,12/31/2019,,BMW,i3 REx,2016
3,DMV Direct (12/31/2019),53122,1FADP5EU,H,12/31/2019,,Ford,C-Max Energi,2017
3,DMV Direct (12/31/2019),53217,1FADP3R4,D,12/31/2019,,Ford,Focus EV,2013
3,DMV Direct (12/31/2019),53511,YV4BC0PL,H,12/31/2019,,Volvo,XC90 Plug In,2017
3,DMV Direct (12/31/2019),53703,2C4RC1L7,J,12/31/2019,,Chrysler,Pacifica,2018
3,DMV Direct (12/31/2019),53221,1G1RE6E4,D,12/31/2019,,Chevrolet,Volt,2013
3,DMV Direct (12/31/2019),53142,WBY1Z2C5,E,12/31/2019,,BMW,i3,2014
3,DMV Direct (12/31/2019),53711,5YJSA1DN,C,12/31/2019,,Tesla,Model S,2012
3,DMV Direct (12/31/2019),95865,1N4BZ0CP,G,12/31/2019,,Nissan,Leaf,2016
3,DMV Direct (12/31/2019),21030,1G1RA6E4,C,12/31/2019,,Chevrolet,Volt,2012
3,DMV Direct (12/31/2019),54301,3FA6P0PU,E,12/31/2019,,Ford,Fusion Energi,2014
