DMV ID,DMV Snapshot (Date),ZIP Code,Registration Valid Date,Registration Expiration Date,VIN Prefix,VIN Model Year,Make,Model,Model Year
2,DMV Direct (1/4/2018),68312,1/4/2018,12/31/2018,5YJSA1E2,H,Tesla,Model S,2017
2,DMV Direct (1/4/2018),68544,1/4/2018,12/31/2018,1G1RC6S5,G,Chevrolet,Volt,2016
2,DMV Direct (1/4/2018),06405,1/4/2018,12/31/2018,JTDKN3DP,F,Toyota,Prius Plug-in,2015
2,DMV Direct (1/4/2018),06525,1/4/2018,12/31/2018,5YJXCBE2,G,Tesla,Model X,2016
2,DMV Direct (1/4/2018),06831,1/4/2018,12/31/2018,5YJXCBE2,H,Tesla,Model X,2017
2,DMV Direct (1/4/2018),60922,1/4/2018,12/31/2018,JTDKN3DP,E,Toyota,Prius Plug-in,2014
2,DMV Direct (1/4/2018),65152,1/4/2018,12/31/2018,5YJSA1DN,C,Tesla,Model S,2012
2,DMV Direct (1/4/2018),68313,1/4/2018,12/31/2018,5YJSA1DP,D,Tesla,Model S,2013
2,DMV Direct (1/4/2018),06759,1/4/2018,12/31/2018,5YJXCBE2,H,Tesla,Model X,2017
2,DMV Direct (1/4/2018),06831,1/4/2018,12/31/2018,WP0CA2A1,F,Porsche,918 Spyder,2015
2,DMV Direct (1/4/2018),60292,1/4/2018,12/31/2018,3FA6P0SU,F,Ford,Fusion Energi,2015
2,DMV Direct (1/4/2018),68313,1/4/2018,12/31/2018,SBM12ABA,E,Mclaren,P1,2014
2,DMV Direct (1/4/2018),06461,1/4/2018,12/31/2018,JTDKN3DP,E,Toyota,Prius Plug-in,2014
2,DMV Direct (1/4/2018),06460,1/4/2018,12/31/2018,3FA6P0PU,H,Ford,Fusion Energi,2017
2,DMV Direct (1/4/2018),61171,1/4/2018,12/31/2018,JTDKN3DP,D,Toyota,Prius Plug-in,2013
2,DMV Direct (1/4/2018),64162,1/4/2018,12/31/2018,1G1RE6E4,E,Chevrolet,Volt,2014
2,DMV Direct (1/4/2018),65167,1/4/2018,12/31/2018,1FADP5CU,G,Ford,C-Max Energi,2016
2,DMV Direct (1/4/2018),64842,1/4/2018,12/31/2018,WVWPP7AU,F,Volkswagen,e-Golf,2015
2,DMV Direct (1/4/2018),63573,1/4/2018,12/31/2018,1G1RC6S5,H,Chevrolet,Volt,2017
2,DMV Direct (1/4/2018),06457,1/4/2018,12/31/2018,1N4BZ0CP,H,Nissan,Leaf,2017
2,DMV Direct (1/4/2018),60351,1/4/2018,12/31/2018,JTDKARFP,H,Toyota,Prius Prime,2017
2,DMV Direct (1/4/2018),06897,1/4/2018,12/31/2018,WBY1Z8C3,H,BMW,i3 REx,2017
2,DMV Direct (1/4/2018),06068,1/4/2018,12/31/2018,YV4BC0PL,H,Volvo,XC90 Plug In,2017
2,DMV Direct (1/4/2018),06770,1/4/2018,12/31/2018,1G1RD6E4,C,Chevrolet,Volt,2012
2,DMV Direct (1/4/2018),06708,1/4/2018,12/31/2018,3FA6P0SU,F,Ford,Fusion Energi,2015
2,DMV Direct (1/4/2018),64431,1/4/2018,12/31/2018,WBY1Z4C5,E,BMW,i3 REx,2014
2,DMV Direct (1/4/2018),06035,1/4/2018,12/31/2018,3FA6P0PU,H,Ford,Fusion Energi,2017
2,DMV Direct (1/4/2018),06897,1/4/2018,12/31/2018,1G1RH6E4,D,Chevrolet,Volt,2013
2,DMV Direct (1/4/2018),69033,1/4/2018,12/31/2018,5YJSA1E2,G,Tesla,Model S,2016
2,DMV Direct (1/4/2018),06902,1/4/2018,12/31/2018,JTDKARFP,H,Toyota,Prius Prime,2017
2,DMV Direct (1/4/2018),67983,1/4/2018,12/31/2018,1G1RD6E4,B,Chevrolet,Volt,2011
2,DMV Direct (1/4/2018),60782,1/4/2018,12/31/2018,5YJSA1H1,E,Tesla,Model S,2014
2,DMV Direct (1/4/2018),06070,1/4/2018,12/31/2018,1G1RD6S5,J,Chevrolet,Volt,2018
2,DMV Direct (1/4/2018),06878,1/4/2018,12/31/2018,5YJSA1H1,E,Tesla,Model S,2014
2,DMV Direct (1/4/2018),06105,1/4/2018,12/31/2018,JTDKN3DP,D,Toyota,Prius Plug-in,2013
2,DMV Direct (1/4/2018),06878,1/4/2018,12/31/2018,5YJSA1E2,H,Tesla,Model S,2017
2,DMV Direct (1/4/2018),65171,1/4/2018,12/31/2018,1G1RC6S5,G,Chevrolet,Volt,2016
2,DMV Direct (1/4/2018),06820,1/4/2018,12/31/2018,5YJXCAE4,G,Tesla,Model X,2016
2,DMV Direct (1/4/2018),64893,1/4/2018,12/31/2018,1G1RD6S5,G,Chevrolet,Volt,2016
2,DMV Direct (1/4/2018),60352,1/4/2018,12/31/2018,3FA6P0PU,F,Ford,Fusion Energi,2015
2,DMV Direct (1/4/2018),06419,1/4/2018,12/31/2018,JTDKARFP,H,Toyota,Prius Prime,2017
2,DMV Direct (1/4/2018),06441,1/4/2018,12/31/2018,1G1RC6S5,H,Chevrolet,Volt,2017
2,DMV Direct (1/4/2018),06512,1/4/2018,12/31/2018,3FA6P0PU,H,Ford,Fusion Energi,2017
2,DMV Direct (1/4/2018),06074,1/4/2018,12/31/2018,JTDKARFP,H,Toyota,Prius Prime,2017
2,DMV Direct (1/4/2018),06824,1/4/2018,12/31/2018,3FA6P0PU,H,Ford,Fusion Energi,2017
2,DMV Direct (1/4/2018),60823,1/4/2018,12/31/2018,KMHE54L2,G,Hyundai,Sonata Plug In,2016
2,DMV Direct (1/4/2018),06090,1/4/2018,12/31/2018,5YJSA1E2,G,Tesla,Model S,2016
2,DMV Direct (1/4/2018),65243,1/4/2018,12/31/2018,JTDKN3DP,F,Toyota,Prius Plug-in,2015
2,DMV Direct (1/4/2018),06820,1/4/2018,12/31/2018,5UXKT0C3,H,BMW,X5,2017
2,DMV Direct (1/4/2018),06840,1/4/2018,12/31/2018,YV4BC0PM,H,Volvo,XC90 Plug In,2017
2,DMV Direct (1/4/2018),06897,1/4/2018,12/31/2018,1FADP5CU,D,Ford,C-Max Energi,2013
2,DMV Direct (1/4/2018),06762,1/4/2018,12/31/2018,5YJSA1E2,H,Tesla,Model S,2017
2,DMV Direct (1/4/2018),06897,1/4/2018,12/31/2018,5UXKT0C3,H,BMW,X5,2017
2,DMV Direct (1/4/2018),06339,1/4/2018,12/31/2018,JTDKARFP,H,Toyota,Prius Prime,2017
2,DMV Direct (1/4/2018),06880,1/4/2018,12/31/2018,3FA6P0PU,H,Ford,Fusion Energi,2017
2,DMV Direct (1/4/2018),06457,1/4/2018,12/31/2018,JTDKN3DP,C,Toyota,Prius Plug-in,2012
2,DMV Direct (1/4/2018),06475,1/4/2018,12/31/2018,1G1RC6S5,H,Chevrolet,Volt,2017
2,DMV Direct (1/4/2018),06405,1/4/2018,12/31/2018,1G1RD6S5,J,Chevrolet,Volt,2018
2,DMV Direct (1/4/2018),64773,1/4/2018,12/31/2018,1FADP5CU,F,Ford,C-Max Energi,2015
2,DMV Direct (1/4/2018),06824,1/4/2018,12/31/2018,5YJXCBE2,G,Tesla,Model X,2016
2,DMV Direct (1/4/2018),68405,1/4/2018,12/31/2018,JTDKN3DP,F,Toyota,Prius Plug-in,2015
2,DMV Direct (1/4/2018),60951,1/4/2018,12/31/2018,JTDKARFP,H,Toyota,Prius Prime,2017
2,DMV Direct (1/4/2018),06840,1/4/2018,12/31/2018,JTDKARFP,H,Toyota,Prius Prime,2017
2,DMV Direct (1/4/2018),06611,1/4/2018,12/31/2018,WBA8E1C5,J,BMW,3-Series Plug in,2018
2,DMV Direct (1/4/2018),68701,1/4/2018,12/31/2018,5YJXCBE4,H,Tesla,Model X,2017
2,DMV Direct (1/4/2018),64574,1/4/2018,12/31/2018,5YJSA1H1,E,Tesla,Model S,2014
2,DMV Direct (1/4/2018),06468,1/4/2018,12/31/2018,1N4BZ0CP,H,Nissan,Leaf,2017
2,DMV Direct (1/4/2018),68551,1/4/2018,12/31/2018,3FA6P0SU,H,Ford,Fusion Energi,2017
2,DMV Direct (1/4/2018),06437,1/4/2018,12/31/2018,WBA8E1C5,H,BMW,3-Series Plug in,2017
2,DMV Direct (1/4/2018),68304,1/4/2018,12/31/2018,WBY2Z2C5,F,BMW,i8,2015
2,DMV Direct (1/4/2018),64574,1/4/2018,12/31/2018,JTDKN3DP,D,Toyota,Prius Plug-in,2013
2,DMV Direct (1/4/2018),06062,1/4/2018,12/31/2018,5YJXCBE2,H,Tesla,Model X,2017
2,DMV Direct (1/4/2018),68013,1/4/2018,12/31/2018,3FA6P0SU,G,Ford,Fusion Energi,2016
2,DMV Direct (1/4/2018),64191,1/4/2018,12/31/2018,WBY1Z4C5,E,BMW,i3 REx,2014
2,DMV Direct (1/4/2018),06512,1/4/2018,12/31/2018,JTDKN3DP,C,Toyota,Prius Plug-in,2012
2,DMV Direct (1/4/2018),69072,1/4/2018,12/31/2018,JTDKN3DP,D,Toyota,Prius Plug-in,2013
2,DMV Direct (1/4/2018),68243,1/4/2018,12/31/2018,5YJSA1E2,G,Tesla,Model S,2016
2,DMV Direct (1/4/2018),06074,1/4/2018,12/31/2018,1G1RC6S5,H,Chevrolet,Volt,2017
2,DMV Direct (1/4/2018),06897,1/4/2018,12/31/2018,JTDKARFP,H,Toyota,Prius Prime,2017
2,DMV Direct (1/4/2018),06375,1/4/2018,12/31/2018,1N4BZ0CP,H,Nissan,Leaf,2017
2,DMV Direct (1/4/2018),68701,1/4/2018,12/31/2018,5YJSA1H1,E,Tesla,Model S,2014
2,DMV Direct (1/4/2018),06067,1/4/2018,12/31/2018,JTDKN3DP,C,Toyota,Prius Plug-in,2012
2,DMV Direct (1/4/2018),06110,1/4/2018,12/31/2018,1FADP5CU,E,Ford,C-Max Energi,2014
2,DMV Direct (1/4/2018),06035,1/4/2018,12/31/2018,1G1RF6E4,E,Chevrolet,Volt,2014
2,DMV Direct (1/4/2018),66113,1/4/2018,12/31/2018,WAUUPBFF,G,Audi,A3 Plug In,2016
2,DMV Direct (1/4/2018),06903,1/4/2018,12/31/2018,JHMZC5F3,J,Honda,Clarity Plug In,2018
2,DMV Direct (1/4/2018),06511,1/4/2018,12/31/2018,WBAJB1C5,J,BMW,5-Series Plug in,2018
2,DMV Direct (1/4/2018),06037,1/4/2018,12/31/2018,1G1RB6E4,C,Chevrolet,Volt,2012
2,DMV Direct (1/4/2018),06514,1/4/2018,12/31/2018,3FA6P0SU,H,Ford,Fusion Energi,2017
2,DMV Direct (1/4/2018),06831,1/4/2018,12/31/2018,1G1RD6E4,E,Chevrolet,Volt,2014
2,DMV Direct (1/4/2018),06880,1/4/2018,12/31/2018,5YJSA1CN,D,Tesla,Model S,2013
2,DMV Direct (1/4/2018),68124,1/4/2018,12/31/2018,1G1RC6E4,E,Chevrolet,Volt,2014
2,DMV Direct (1/4/2018),06610,1/4/2018,12/31/2018,JTDKN3DP,D,Toyota,Prius Plug-in,2013
2,DMV Direct (1/4/2018),06484,1/4/2018,12/31/2018,1G1RC6S5,H,Chevrolet,Volt,2017
2,DMV Direct (1/4/2018),06897,1/4/2018,12/31/2018,1G1RD6S5,H,Chevrolet,Volt,2017
2,DMV Direct (1/4/2018),06877,1/4/2018,12/31/2018,YV4BC0PL,H,Volvo,XC90 Plug In,2017
2,DMV Direct (1/4/2018),06424,1/4/2018,12/31/2018,1G1RD6S5,H,Chevrolet,Volt,2017
2,DMV Direct (1/4/2018),06032,1/4/2018,12/31/2018,JTDKN3DP,E,Toyota,Prius Plug-in,2014
2,DMV Direct (1/4/2018),06461,1/4/2018,12/31/2018,3FA6P0PU,H,Ford,Fusion Energi,2017
2,DMV Direct (1/4/2018),06355,1/4/2018,12/31/2018,2C4RC1N7,J,Chrysler,Pacifica,2018
2,DMV Direct (1/4/2018),06422,1/4/2018,12/31/2018,1G1RD6E4,E,Chevrolet,Volt,2014
2,DMV Direct (1/4/2018),06078,1/4/2018,12/31/2018,YH4K14AA,C,Fisker,Karma,2012
2,DMV Direct (1/4/2018),06782,1/4/2018,12/31/2018,1G1RD6S5,H,Chevrolet,Volt,2017
2,DMV Direct (1/4/2018),68247,1/4/2018,12/31/2018,5YJSA1H2,F,Tesla,Model S,2015
2,DMV Direct (1/4/2018),06032,1/4/2018,12/31/2018,5UXKT0C3,H,BMW,X5,2017
2,DMV Direct (1/4/2018),06062,1/4/2018,12/31/2018,JTDKARFP,H,Toyota,Prius Prime,2017
2,DMV Direct (1/4/2018),06801,1/4/2018,12/31/2018,1G1RC6S5,H,Chevrolet,Volt,2017
2,DMV Direct (1/4/2018),68114,1/4/2018,12/31/2018,1FADP5CU,F,Ford,C-Max Energi,2015
2,DMV Direct (1/4/2018),64573,1/4/2018,12/31/2018,JTDKN3DP,C,Toyota,Prius Plug-in,2012
2,DMV Direct (1/4/2018),06076,1/4/2018,12/31/2018,JTDKARFP,H,Toyota,Prius Prime,2017
2,DMV Direct (1/4/2018),06880,1/4/2018,12/31/2018,5YJXCBE4,G,Tesla,Model X,2016
2,DMV Direct (1/4/2018),63553,1/4/2018,12/31/2018,JN1AZ0CP,C,Nissan,Leaf,2012
2,DMV Direct (1/4/2018),64052,1/4/2018,12/31/2018,3FA6P0SU,G,Ford,Fusion Energi,2016
2,DMV Direct (1/4/2018),63791,1/4/2018,12/31/2018,5YJSA1E2,H,Tesla,Model S,2017
2,DMV Direct (1/4/2018),68804,1/4/2018,12/31/2018,5YJSA1H2,F,Tesla,Model S,2015
2,DMV Direct (1/4/2018),06804,1/4/2018,12/31/2018,JTDKARFP,H,Toyota,Prius Prime,2017
2,DMV Direct (1/4/2018),06413,1/4/2018,12/31/2018,1FADP5CU,G,Ford,C-Max Energi,2016
2,DMV Direct (1/4/2018),06801,1/4/2018,12/31/2018,1G1RC6S5,H,Chevrolet,Volt,2017
2,DMV Direct (1/4/2018),06069,1/4/2018,12/31/2018,JTDKARFP,H,Toyota,Prius Prime,2017
2,DMV Direct (1/4/2018),64151,1/4/2018,12/31/2018,JTDKN3DP,E,Toyota,Prius Plug-in,2014
2,DMV Direct (1/4/2018),06107,1/4/2018,12/31/2018,YV4BC0PM,G,Volvo,XC90 Plug In,2016
2,DMV Direct (1/4/2018),06437,1/4/2018,12/31/2018,5YJXCAE2,G,Tesla,Model X,2016
2,DMV Direct (1/4/2018),68251,1/4/2018,12/31/2018,5YJSA1H1,F,Tesla,Model S,2015
2,DMV Direct (1/4/2018),06489,1/4/2018,12/31/2018,JTDKARFP,H,Toyota,Prius Prime,2017
2,DMV Direct (1/4/2018),06801,1/4/2018,12/31/2018,JTDKN3DP,E,Toyota,Prius Plug-in,2014
2,DMV Direct (1/4/2018),06107,1/4/2018,12/31/2018,1N4AZ0CP,D,Nissan,Leaf,2013
2,DMV Direct (1/4/2018),06820,1/4/2018,12/31/2018,5YJSA1E4,G,Tesla,Model S,2016
2,DMV Direct (1/4/2018),68303,1/4/2018,12/31/2018,5YJSA1H1,E,Tesla,Model S,2014
2,DMV Direct (1/4/2018),68805,1/4/2018,12/31/2018,5YJSA1E2,G,Tesla,Model S,2016
2,DMV Direct (1/4/2018),68831,1/4/2018,12/31/2018,5YJXCBE4,G,Tesla,Model X,2016
2,DMV Direct (1/4/2018),06824,1/4/2018,12/31/2018,YV4BC0PL,G,Volvo,XC90 Plug In,2016
2,DMV Direct (1/4/2018),60023,1/4/2018,12/31/2018,1FADP5CU,F,Ford,C-Max Energi,2015
2,DMV Direct (1/4/2018),64605,1/4/2018,12/31/2018,1G1RD6E4,C,Chevrolet,Volt,2012
2,DMV Direct (1/4/2018),06840,1/4/2018,12/31/2018,1G1RC6S5,H,Chevrolet,Volt,2017
2,DMV Direct (1/4/2018),06840,1/4/2018,12/31/2018,1G1RC6S5,H,Chevrolet,Volt,2017
2,DMV Direct (1/4/2018),64772,1/4/2018,12/31/2018,5YJSA1H4,F,Tesla,Model S,2015
2,DMV Direct (1/4/2018),06903,1/4/2018,12/31/2018,3FA6P0SU,E,Ford,Fusion Energi,2014
2,DMV Direct (1/4/2018),06470,1/4/2018,12/31/2018,JTDKARFP,H,Toyota,Prius Prime,2017
2,DMV Direct (1/4/2018),06903,1/4/2018,12/31/2018,1FADP3R4,E,Ford,Focus EV,2014
2,DMV Direct (1/4/2018),68805,1/4/2018,12/31/2018,5YJSA1CN,D,Tesla,Model S,2013
2,DMV Direct (1/4/2018),64772,1/4/2018,12/31/2018,5YJSA1E4,H,Tesla,Model S,2017
2,DMV Direct (1/4/2018),61101,1/4/2018,12/31/2018,1FADP5CU,D,Ford,C-Max Energi,2013
2,DMV Direct (1/4/2018),64772,1/4/2018,12/31/2018,5YJSA1H1,E,Tesla,Model S,2014
2,DMV Direct (1/4/2018),06333,1/4/2018,12/31/2018,JTDKN3DP,D,Toyota,Prius Plug-in,2013
2,DMV Direct (1/4/2018),06460,1/4/2018,12/31/2018,YV4BR0DM,J,Volvo,XC60 Plug In,2018
2,DMV Direct (1/4/2018),06901,1/4/2018,12/31/2018,1FADP5CU,G,Ford,C-Max Energi,2016
2,DMV Direct (1/4/2018),06471,1/4/2018,12/31/2018,1G1RD6S5,H,Chevrolet,Volt,2017
2,DMV Direct (1/4/2018),06708,1/4/2018,12/31/2018,1G1RD6E4,D,Chevrolet,Volt,2013
2,DMV Direct (1/4/2018),06516,1/4/2018,12/31/2018,3FA6P0SU,E,Ford,Fusion Energi,2014
2,DMV Direct (1/4/2018),06043,1/4/2018,12/31/2018,JTDKARFP,H,Toyota,Prius Prime,2017
2,DMV Direct (1/4/2018),06375,1/4/2018,12/31/2018,1G1FX6S0,H,Chevrolet,Bolt EV,2017
2,DMV Direct (1/4/2018),06880,1/4/2018,12/31/2018,5YJXCDE2,G,Tesla,Model X,2016
2,DMV Direct (1/4/2018),06379,1/4/2018,12/31/2018,1G1RC6S5,H,Chevrolet,Volt,2017
2,DMV Direct (1/4/2018),06268,1/4/2018,12/31/2018,1N4BZ0CP,H,Nissan,Leaf,2017
2,DMV Direct (1/4/2018),06804,1/4/2018,12/31/2018,5YJSA1S2,F,Tesla,Model S,2015
2,DMV Direct (1/4/2018),67521,1/4/2018,12/31/2018,5YJSA1H2,F,Tesla,Model S,2015
2,DMV Direct (1/4/2018),06437,1/4/2018,12/31/2018,JTDKARFP,H,Toyota,Prius Prime,2017
2,DMV Direct (1/4/2018),66121,1/4/2018,12/31/2018,1FADP5CU,D,Ford,C-Max Energi,2013
2,DMV Direct (1/4/2018),06850,1/4/2018,12/31/2018,1FADP5CU,D,Ford,C-Max Energi,2013
2,DMV Direct (1/4/2018),06611,1/4/2018,12/31/2018,1G1RC6S5,H,Chevrolet,Volt,2017
2,DMV Direct (1/4/2018),68514,1/4/2018,12/31/2018,3FA6P0SU,E,Ford,Fusion Energi,2014
2,DMV Direct (1/4/2018),68206,1/4/2018,12/31/2018,5YJXCBE2,G,Tesla,Model X,2016
2,DMV Direct (1/4/2018),68314,1/4/2018,12/31/2018,5YJSA1S2,F,Tesla,Model S,2015
2,DMV Direct (1/4/2018),06484,1/4/2018,12/31/2018,5YJSA1E2,G,Tesla,Model S,2016
2,DMV Direct (1/4/2018),06606,1/4/2018,12/31/2018,WBA8E1C3,H,BMW,3-Series Plug in,2017
2,DMV Direct (1/4/2018),60404,1/4/2018,12/31/2018,1N4AZ0CP,D,Nissan,Leaf,2013
2,DMV Direct (1/4/2018),60671,1/4/2018,12/31/2018,1FADP5CU,D,Ford,C-Max Energi,2013
2,DMV Direct (1/4/2018),63391,1/4/2018,12/31/2018,1G1RC6S5,G,Chevrolet,Volt,2016
2,DMV Direct (1/4/2018),60743,1/4/2018,12/31/2018,1G1RD6S5,G,Chevrolet,Volt,2016
2,DMV Direct (1/4/2018),06382,1/4/2018,12/31/2018,JTDKN3DP,C,Toyota,Prius Plug-in,2012
2,DMV Direct (1/4/2018),60761,1/4/2018,12/31/2018,1G1RC6S5,G,Chevrolet,Volt,2016
2,DMV Direct (1/4/2018),06492,1/4/2018,12/31/2018,1G1RC6S5,J,Chevrolet,Volt,2018
2,DMV Direct (1/4/2018),60293,1/4/2018,12/31/2018,1G1RA6E4,D,Chevrolet,Volt,2013
2,DMV Direct (1/4/2018),06032,1/4/2018,12/31/2018,1G1RD6S5,H,Chevrolet,Volt,2017
2,DMV Direct (1/4/2018),06853,1/4/2018,12/31/2018,5YJSA1E2,G,Tesla,Model S,2016
2,DMV Direct (1/4/2018),68961,1/4/2018,12/31/2018,1FADP5CU,G,Ford,C-Max Energi,2016
2,DMV Direct (1/4/2018),06515,1/4/2018,12/31/2018,3FA6P0SU,E,Ford,Fusion Energi,2014
2,DMV Direct (1/4/2018),68402,1/4/2018,12/31/2018,5YJSA1CP,D,Tesla,Model S,2013
2,DMV Direct (1/4/2018),64056,1/4/2018,12/31/2018,5YJSA1E2,G,Tesla,Model S,2016
2,DMV Direct (1/4/2018),06830,1/4/2018,12/31/2018,5YJXCBE2,H,Tesla,Model X,2017
2,DMV Direct (1/4/2018),06883,1/4/2018,12/31/2018,1FADP5CU,E,Ford,C-Max Energi,2014
2,DMV Direct (1/4/2018),06360,1/4/2018,12/31/2018,JTDKARFP,H,Toyota,Prius Prime,2017
2,DMV Direct (1/4/2018),06119,1/4/2018,12/31/2018,1G1RD6S5,H,Chevrolet,Volt,2017
2,DMV Direct (1/4/2018),06902,1/4/2018,12/31/2018,5YJSA1H2,F,Tesla,Model S,2015
2,DMV Direct (1/4/2018),06069,1/4/2018,12/31/2018,1FADP5CU,D,Ford,C-Max Energi,2013
